,bigram,PMI
0,"('nai̇mi̇', 'barim')",16.994481197450195
1,"('hi̇lmi̇', 'develi̇')",16.95008707809174
2,"('bi̇lgi̇', 'teknoloji̇')",16.67255310256283
3,"('düşünülüp', 'düşünülmediğine')",16.524161262670162
4,"('adi̇l', 'aşirim')",16.409518696729045
5,"('işilay', 'saygin')",16.409518696729045
6,"('hayri̇', 'kozakçioğlu')",16.322055855478702
7,"('zülfü', 'çimen')",16.287889252327513
8,"('mi̇llet', 'mecli̇si̇')",16.161591183285456
9,"('yapilmasina', 'dai̇r')",16.152130854036386
11,"('oylamasi', 'yapilacak')",16.06374385988731
10,"('naci̇', 'terzi̇')",16.06374385988731
12,"('hayretti̇n', 'di̇lekcan')",16.01720127395028
13,"('nezi̇r', 'büyükcengi̇z')",15.972113384421741
14,"('feri̇dun', 'pehli̇van')",15.928392006992427
15,"('i̇nfaz', 'tutukevleri')",15.867776724607005
16,"('delalet', 'etmenizi')",15.859712641421499
17,"('i̇htiyar', 'heyetleri')",15.837468004063634
18,"('odalar', 'borsalar')",15.811956159228252
19,"('akgül', 'dursun')",15.725020522456973
20,"('selahatti̇n', 'beyri̇bey')",15.619441766103272
21,"('nuretti̇n', 'kaldirimci')",15.568216442748101
22,"('gülhane', 'akademisi')",15.539428019323472
23,"('koordinasyonu', 'i̇zlenmesine')",15.455322386342164
24,"('haci', 'fi̇li̇z')",15.454045422828793
25,"('remzi̇', 'çeti̇n')",15.43989234577256
26,"('dinlenen', 'telefonlar')",15.391596788731777
27,"('enine', 'boyuna')",15.319967902369303
28,"('hamdi̇', 'üçpinarlar')",15.294041479309104
29,"('yüzme', 'havuzu')",15.18995231947136
30,"('cemi̇l', 'çi̇çek')",15.111838148088356
31,"('cengi̇z', 'altinkaya')",15.099663434142258
32,"('had', 'safhaya')",15.027254938614202
33,"('komi̇syonlarda', 'açik')",14.95599534152344
34,"('durmuş', 'fi̇kri̇')",14.936711356089914
35,"('mimar', 'sinan')",14.908387786811359
36,"('i̇zzet', 'baysal')",14.872811364615107
37,"('6136', 'ateşli')",14.86670701282776
38,"('6183', 'amme')",14.865462434566028
39,"('ömür', 'boyu')",14.865198180505232
40,"('muhasebei', 'umumiye')",14.826812169948253
41,"('göksal', 'küçükali')",14.774214369819124
42,"('seçmen', 'kütükleri')",14.742341432719702
43,"('seçmen', 'kütüklerinin')",14.73966729842137
44,"('bedri̇', 'i̇ncetahtaci')",14.718356792175957
45,"('ateşli', 'silahlar')",14.716899694158954
46,"('arka', 'arkaya')",14.711214722931942
47,"('kadroya', 'atanarak')",14.695142328304053
48,"('şasi', 'kamyon')",14.693852504363289
49,"('halim', 'paşa')",14.692093983630757
50,"('sitki', 'cengi̇l')",14.690700449273093
51,"('üyeli̇klere', 'seçi̇m')",14.690700449273093
52,"('sizlerle', 'paylaşmak')",14.684269405752271
53,"('abant', 'i̇zzet')",14.672065787901595
54,"('jozef', 'kamhi')",14.606980790969216
55,"('salonunun', 'yenilenmesiyle')",14.601406255598697
56,"('tutanağin', 'sonudönem')",14.584344393367285
57,"('cefi', 'jozef')",14.583548096504087
58,"('dövize', 'endeksli')",14.54069614195404
59,"('milletiyle', 'bölünmez')",14.527396006269463
60,"('gencay', 'gürün')",14.516433900645552
61,"('defaya', 'mahsus')",14.513936591659702
62,"('bildiriminin', 'sunulduğuna')",14.49204974201859
63,"('ferit', 'bora')",14.482859430055411
64,"('seçi̇mler', 'komi̇syonlarda')",14.474421662952283
65,"('yasi̇n', 'hati̇boğlu')",14.470919241393183
66,"('eyyüp', 'cenap')",14.467554103742899
67,"('özer', 'uçuran')",14.46547510270306
68,"('naim', 'geylani')",14.455322386342164
69,"('oyunun', 'rengini')",14.435295331662463
70,"('kimya', 'endüstrisi')",14.420834009956874
71,"('şadan', 'tuzcu')",14.40915516011608
72,"('sataşmalara', 'i̇li̇şki̇n')",14.406063138092824
73,"('ayseli̇', 'göksoy')",14.402024160182114
74,"('sesle', 'belirtmelerini')",14.376437222101135
75,"('salim', 'ensarioğlu')",14.373498872865357
76,"('nuri̇', 'yabuz')",14.357856576906546
77,"('tamer', 'kanber')",14.356712337554388
78,"('hudut', 'sahiller')",14.350625007675475
79,"('seçi̇mler', 'komi̇syonlara')",14.348359694891185
80,"('bakmakla', 'yükümlü')",14.33455135492482
81,"('gelin', 'görün')",14.329145280265024
82,"('ataullah', 'hamidi')",14.32881390977936
83,"('nihan', 'i̇lgün')",14.321207460840382
84,"('seyit', 'eyyüpoğlu')",14.319559231435825
85,"('ümran', 'akkan')",14.31500109794475
86,"('hüseyi̇n', 'ari')",14.307980670266982
87,"('verilip', 'verilmeyeceğine')",14.301504296537724
88,"('safa', 'gi̇ray')",14.280235679784077
89,"('sezal', 'özbek')",14.27721140462491
90,"('çöp', 'kamyonu')",14.272015172979108
91,"('mi̇raç', 'akdoğan')",14.266560742886998
92,"('yürütmeyi', 'durdurma')",14.266560742886996
93,"('ibra', 'edilmeyen')",14.237369030172214
94,"('safa', 'giray')",14.227448265424641
95,"('seçme', 'seçilme')",14.218681009267438
96,"('fehim', 'adak')",14.190479282270895
97,"('rasim', 'zaimoğlu')",14.178461414265465
98,"('tarim', 'köyi̇şleri̇')",14.160981771618655
99,"('mahalle', 'i̇htiyar')",14.151206701137651
