,bigram,PMI
0,"('allak', 'bullak')",17.92617541272643
1,"('karamanoğlu', 'mehmetbey')",17.761116166455935
2,"('yükseköğreni̇m', 'kredi̇')",17.68516731322264
3,"('it', 'izine')",17.64077319386418
4,"('dengir', 'mir')",17.56721383785368
5,"('mesleki̇', 'yeterli̇li̇k')",17.511137913447588
6,"('sencer', 'ayata')",17.511137913447584
9,"('i̇sti̇hbarat', 'teşki̇lati')",17.385607031363726
10,"('tali̇p', 'küçükcan')",17.385607031363726
8,"('defterine', 'işaretlettikten')",17.385607031363726
7,"('ci̇han', 'pektaş')",17.385607031363726
11,"('düzeni̇', 'güvenli̇ği̇')",17.355859687969676
12,"('tibbi̇', 'ci̇haz')",17.326713342310157
13,"('haklari', 'eşi̇tli̇k')",17.270129813943797
14,"('ölçekli̇', 'i̇şletmeleri̇')",17.270129813943793
15,"('i̇şletmeleri̇', 'geli̇şti̇rme')",17.242649077521687
16,"('si̇vi̇l', 'havacilik')",17.242649077521687
17,"('i̇zinsiz', 'i̇kamet')",17.206527314778295
18,"('ebubeki̇r', 'gi̇zli̇gi̇der')",17.189209818560222
19,"('cengi̇z', 'aydoğdu')",17.137679517920144
20,"('yediden', 'yetmişe')",17.122031174954657
21,"('teknoloji̇leri̇', 'i̇leti̇şi̇m')",17.10828982317666
22,"('koordi̇nasyon', 'ajansi')",17.08792648272304
23,"('nazim', 'mavi̇ş')",17.08792648272304
24,"('cemalettin', 'kani')",17.073732601140293
25,"('bi̇rol', 'ertem')",17.039832194522
26,"('i̇lçesinin', 'eyüpsultan')",16.977214845726895
27,"('dengi̇r', 'mi̇r')",16.970569532084884
28,"('düşünülüp', 'düşünülmediğini')",16.954972677033865
29,"('alpaslan', 'kavaklioğlu')",16.948201719056428
30,"('canla', 'başla')",16.93089782296883
31,"('bi̇li̇msel', 'teknoloji̇k')",16.904480341627114
32,"('bi̇hlun', 'tamayligi̇l')",16.820822412580206
33,"('i̇srafi̇l', 'kişla')",16.761116166455935
34,"('peş', 'peşe')",16.741750841589003
35,"('nureddin', 'nebati')",16.730610283983808
36,"('enine', 'boyuna')",16.65420096253942
37,"('davetine', 'icabetle')",16.64445364023409
38,"('jüli̇de', 'sarieroğlu')",16.561178595947183
39,"('kasim', 'bostan')",16.548687651763984
40,"('bölümlerinin', 'ekteki')",16.540116980419356
41,"('riza', 'yalçinkaya')",16.527626036236157
42,"('gali̇p', 'ensari̇oğlu')",16.494836101118487
43,"('düğmelerine', 'basarak')",16.46277489188619
44,"('deneti̇m', 'standartlari')",16.447007576027872
45,"('tacetti̇n', 'bayir')",16.447007576027872
46,"('müteaddit', 'defalar')",16.439188071568573
47,"('kürsüsünün', 'solunda')",16.39991486804761
48,"('odalar', 'borsalar')",16.39845391091933
49,"('ayli̇n', 'nazliaka')",16.38560703136373
50,"('sağa', 'sola')",16.384105006198496
51,"('new', 'york')",16.36867496562889
52,"('saçma', 'sapan')",16.358422202037495
53,"('fevzi̇', 'şanverdi̇')",16.341212912005275
54,"('i̇şlemlerde', 'rehni')",16.332495694904168
55,"('ete', 'kemiğe')",16.3119117399588
56,"('bosna', 'hersek')",16.303738206586612
57,"('ergün', 'taşci')",16.284069004901664
58,"('suat', 'önal')",16.229102545683737
59,"('tüyü', 'bitmemiş')",16.211178475890556
60,"('ahi', 'evran')",16.20599947652408
61,"('erdi̇n', 'bi̇rcan')",16.202385207307955
62,"('protestolu', 'senet')",16.197980028187956
63,"('hulusi̇', 'şentürk')",16.176153665734777
64,"('kadi̇r', 'koçdemi̇r')",16.150390569669696
65,"('selahatti̇n', 'beyri̇bey')",16.150390569669696
66,"('selahatti̇n', 'mi̇nsolmaz')",16.150390569669696
67,"('vaki', 'davetine')",16.126091543644925
68,"('bi̇li̇mler', 'akademi̇si̇')",16.109482626089495
69,"('kümes', 'üretimle')",16.103207300663
70,"('recai̇', 'berber')",16.100204812501477
71,"('fai̇k', 'öztrak')",16.07575176877694
72,"('öneminin', 'belirtilmesi')",16.073060172770678
73,"('zeynep', 'altiok')",16.028055026745648
74,"('ni̇metullah', 'erdoğmuş')",16.028055026745644
75,"('i̇lker', 'çi̇ti̇l')",16.01637322169801
76,"('ovasi', 'projesi̇')",16.016373221698004
77,"('i̇şlemler', '6785')",16.01486952662992
78,"('mecli̇s', 'araştirmasi')",16.004785247422795
79,"('azi̇z', 'babuşcu')",15.993289608584966
80,"('yasi̇n', 'aktay')",15.981884845312717
81,"('taha', 'özhan')",15.97781819982253
82,"('şafak', 'pavey')",15.937146530547434
83,"('şehadet', 'şerbetini')",15.932793814934898
84,"('apar', 'topar')",15.913000023978697
85,"('denetimli', 'serbestlik')",15.873854377596347
86,"('kaan', 'salici')",15.872537449124358
87,"('şerafetti̇n', 'turpcu')",15.872537449124355
88,"('defaya', 'mahsus')",15.864390188112118
89,"('i̇lksen', 'ceri̇toğlu')",15.841286515139917
90,"('eyüp', 'i̇lçesinin')",15.83282493639172
91,"('büyükbaş', 'kümes')",15.817805081800753
92,"('habi̇b', 'soluk')",15.810698195306493
93,"('afyon', 'kocatepe')",15.80064453064257
94,"('celaletti̇n', 'güvenç')",15.77089718724852
95,"('erdin', 'bircan')",15.753110703753551
96,"('lütfi̇ye', 'i̇lksen')",15.689283421694867
97,"('deyim', 'yerindeyse')",15.671361513697605
98,"('omuz', 'omuza')",15.671092128010915
99,"('saidi', 'nursi')",15.647890229140515
