,trigram,PMI
0,"('bölümlerinin', 'ekteki', 'cetveldeki')",33.55878623755124
1,"('mi̇hri̇mah', 'belma', 'satir')",33.550596653039264
2,"('düğmelerine', 'basarak', 'salonda')",31.28887090986043
3,"('ekteki', 'cetveldeki', 'şekliyle')",31.02827152085246
4,"('rahmi̇', 'aşkin', 'türeli̇')",30.862645838885335
5,"('çiğdem', 'münevver', 'ökten')",30.63528599687876
6,"('münevver', 'ökten', 'benimsenen')",30.559656712821848
7,"('zeynep', 'karahan', 'uslu')",30.50492021519817
8,"('medya', 'izlenip', 'izlenmediğine')",30.425742361992004
9,"('halkla', 'i̇lişkiler', 'müşavirliğinde')",30.283163267479328
10,"('vergilerde', 'çifte', 'vergilendirmeyi')",30.209730309823147
11,"('vaki', 'davetine', 'icabetle')",30.08549503810735
12,"('eşitliğinin', 'konulu', 'genelgesi')",29.8973105084267
13,"('abant', 'i̇zzet', 'baysal')",29.75878648907354
14,"('cumhuri̇yeti̇', 'hükümeti̇', 'arasinda')",29.739058790849583
15,"('taciz', 'şikayetlerine', 'işlemlere')",29.440243298858903
16,"('vaki', 'davetine', 'icabet')",29.406445052074595
17,"('görüşülmesi', 'bölümlerinin', 'ekteki')",29.267777595191024
18,"('bölümler', 'görüşülecek', 'bölümlerde')",29.25213834436214
19,"('birimlerince', 'düzenlenen', 'organizasyonlara')",29.070591940588162
20,"('yesevi', 'üniversitesinin', 'i̇şleyişine')",29.05137137494814
21,"('adnan', 'şefi̇k', 'çi̇rki̇n')",29.016464487295483
22,"('türkler', 'akraba', 'topluluklar')",28.93063413052396
23,"('kalem', 'müdürlüğüne', 'müşavirliğine')",28.90355202904973
24,"('abdullah', 'nejat', 'koçer')",28.862290888695114
25,"('bankaya', 'promosyon', 'ödemesi')",28.729932344840257
26,"('yildirim', 'tuğrul', 'türkeş')",28.72472164301086
27,"('i̇lişkilerinin', 'düzenlenmesi', '3620')",28.712912632250525
28,"('uygunluk', 'bildiriminin', 'sunulduğuna')",28.699442708971336
29,"('bildirimi', 'eki', 'sunulduğuna')",28.643307516961027
30,"('çifte', 'vergilendirmeyi', 'önleme')",28.487766878996194
31,"('mali̇k', 'ecder', 'özdemi̇r')",28.459997419583065
32,"('düşman', 'işgalinden', 'kurtuluşunun')",28.452349372597734
33,"('hasan', 'fehmi̇', 'ki̇nay')",28.42467264818421
34,"('ayna', 'nursel', 'aydoğan')",28.271961358692163
35,"('bedi̇i̇', 'süheyl', 'batum')",28.251456416138097
36,"('denizi', 'mücavir', 'bölgelerde')",28.19130160940917
37,"('sanat', 'eserlerini', 'derleme')",28.183969461508543
38,"('uygunluk', 'bildirimi', 'eki')",28.150911134975946
39,"('şükran', 'güldal', 'mumcu')",28.084631581870404
40,"('psikolojik', 'taciz', 'şikayetlerine')",28.06486341242289
41,"('etkilerinden', 'korunmak', 'önlemlere')",28.02979934064925
42,"('süreleri', 'beşer', 'konuşmalara')",28.011886429009888
43,"('türki̇ye', 'cumhuri̇yeti̇', 'hükümeti̇')",28.009960391546866
44,"('bilişim', 'pardus', 'işletim')",27.96753111781565
45,"('tahsilat', 'ret', 'i̇adeler')",27.89620499556497
46,"('müşavirliğinde', 'personel', 'müşavirliğin')",27.875651701790687
47,"('ölçekli', 'i̇şletmeleri', 'geliştirme')",27.86036907112317
48,"('müdürlüğüne', 'müşavirliğine', 'atanan')",27.85579889760137
49,"('tabi̇i̇', 'bi̇lgi̇', 'teknoloji̇')",27.85323926243102
50,"('sözcüsü', 'bi̇lal', 'uçar')",27.804880584016306
51,"('bi̇rgül', 'ayman', 'güler')",27.80193572524068
52,"('malik', 'ecder', 'özdemir')",27.7800516607921
53,"('kuruluşlarda', 'hizmetlerde', 'taşeronlaşmaya')",27.75869851674577
54,"('oğuz', 'kağan', 'köksal')",27.753866334991493
55,"('arap', 'denizi', 'mücavir')",27.741963948275856
56,"('üstün', 'yetenekli', 'eğitimleriyle')",27.681757787686823
57,"('harp', 'vazife', 'malullerinin')",27.646514877545187
58,"('yazili', 'sorular', 'cevaplari')",27.549342211476436
59,"('uzman', 'mülakat', 'itirazlara')",27.510167405689046
60,"('tasviplerine', 'cemil', 'çiçek')",27.507079009041277
61,"('süreyya', 'sadi', 'bilgiç')",27.4861830846884
62,"('veki̇li̇', 'hakki', 'köylü')",27.39432238159217
63,"('hükümleri', 'seçmen', 'kütükleri')",27.347406255014963
64,"('fikir', 'sanat', 'eserlerini')",27.28429906062708
65,"('kurt', 'esat', 'canan')",27.241638756308927
66,"('hizmetlerde', 'taşeronlaşmaya', 'taşeron')",27.200725364846857
67,"('işgalinden', 'kurtuluşunun', 'dönümüne')",27.19878860801656
68,"('bedii', 'süheyl', 'batum')",27.16804040795046
69,"('olumsuz', 'etkilerinden', 'korunmak')",27.1636396503086
70,"('oy', 'düğmelerine', 'basarak')",27.145613858880196
71,"('esat', 'canan', 'süreyya')",27.052810722524907
72,"('veki̇li̇', 'avni̇', 'erdemi̇r')",27.01658001692388
73,"('meti̇n', 'lütfi̇', 'baydar')",27.007684016032574
74,"('bakani', 'hayati̇', 'yazici')",26.9606598564078
75,"('fizik', 'tedavi', 'rehabilitasyon')",26.95716921791054
76,"('sözcüsü', 'i̇lknur', 'deni̇zli̇')",26.942992604909698
77,"('önergelerini', 'görüşmüyor', 'gündemin')",26.89761907329599
78,"('kalkinma', 'i̇daresi̇', 'başkanliği')",26.880780947776813
79,"('süresi', 'i̇çinde', 'cevaplanmayan')",26.876906125564766
80,"('şevki', 'kulkuloğlu', 'malik')",26.86185999512137
81,"('kuruluşlarla', 'yürüttüğü', 'ülkeye')",26.773067182227134
82,"('asya', 'kafkaslar', 'bölgesel')",26.75653596180299
83,"('psikolojik', 'tacizin', 'önlenmesi')",26.740315152164346
84,"('zühal', 'fransa', 'menşeli')",26.7319601257461
85,"('müşavirliğine', 'atanan', 'kişilere')",26.70729287979396
86,"('oturum', 'başkanlarinin', 'konuşmalari')",26.69605279167867
87,"('yoluyla', 'i̇şlenen', 'suçlara')",26.69203937707615
88,"('içine', 'baka', 'baka')",26.674822668230377
89,"('zenderlioğlu', 'emine', 'ayna')",26.610405385344933
90,"('ömer', 'süha', 'aldan')",26.605541976719167
91,"('ruhsar', 'eşitliğinin', 'konulu')",26.5738803883741
92,"('taşra', 'birimlerinde', 'protokol')",26.56946085367272
93,"('birgül', 'ayman', 'güler')",26.563775988045915
94,"('i̇ktisadi', 'i̇dari', 'bilimler')",26.553836778722115
95,"('pardus', 'işletim', 'sistemine')",26.543628560282052
96,"('ayla', 'akat', 'ata')",26.529398849738584
97,"('seyahatlerine', 'seyahatlerdeki', 'toplam')",26.452191986196006
98,"('osman', 'taney', 'korutürk')",26.4395447689606
99,"('mi̇llet', 'mecli̇si̇', 'tutanak')",26.374558649762722
