,trigram,PMI
0,"('tüyü', 'bitmemiş', 'yetimin')",32.63547947345127
1,"('karadon', 'taşkömürü', 'i̇şletmesinde')",32.61269348585444
2,"('mecli̇s', 'araştirmasi', 'önergeleri̇')",32.13919577123329
3,"('eyyüp', 'cenap', 'gülpinar')",32.138805823380316
4,"('yuvarlak', 'pul', 'mühürlü')",31.592766621082877
5,"('antidepresan', 'antipsikotik', 'ilaç')",31.58110309523576
6,"('azi̇ze', 'si̇bel', 'gönül')",31.48706249927971
7,"('selma', 'ali̇ye', 'kavaf')",31.01715837578369
8,"('personelden', 'asaleten', 'atananlara')",30.689930246530324
9,"('tevfi̇k', 'zi̇yaeddi̇n', 'akbulut')",30.492098089177016
10,"('düğmelerine', 'basarak', 'salonda')",30.471384902528126
11,"('deği̇şi̇kli̇k', 'yapilmasina', 'dai̇r')",30.325801370164875
12,"('bölüm', 'maddeleri̇', 'bölümdeki̇')",30.255222946349942
13,"('düşman', 'işgalinden', 'kurtuluşunun')",29.988665473952462
14,"('genetiği', 'değiştirilmiş', 'organizmalar')",29.902158792879252
15,"('i̇şbi̇rli̇ği̇', 'anlaşmasinin', 'onaylanmasinin')",29.79436427571975
16,"('vergilerde', 'çifte', 'vergilendirmeyi')",29.746962897576996
17,"('ülkü', 'gökalp', 'güney')",29.71698536122254
18,"('orhan', 'zi̇ya', 'di̇ren')",29.57237353311079
19,"('isnat', 'olunan', 'eylemin')",29.53682253367507
20,"('bölücü', 'terörü', 'bitirmesini')",29.465054189326413
21,"('türkler', 'akraba', 'topluluklar')",29.37969199938639
22,"('çifte', 'vergilendirmeyi', 'önleme')",29.340146521474963
23,"('elini', 'kolunu', 'sallayarak')",29.26677466626819
24,"('terörizmin', 'önlenmesi', 'sözleşmesinin')",28.98308444168915
25,"('istisnai', 'memuriyet', 'atamalara')",28.910975205562895
26,"('fehmi̇', 'hüsrev', 'kutlu')",28.873182992571078
27,"('bölümler', 'görüşülecek', 'bölümlerde')",28.86249779942248
28,"('vaki', 'davetine', 'icabetle')",28.85192603553406
29,"('tabi̇i̇', 'bi̇lgi̇', 'teknoloji̇')",28.846094192833107
30,"('kahramanmaraş', 'sütçü', 'i̇mam')",28.808530090296614
31,"('süreyya', 'sadi̇', 'bi̇lgi̇ç')",28.736080610369743
32,"('sözcüsü', 'cahi̇t', 'bağci')",28.66587867403003
33,"('toplumsal', 'cinsiyetin', 'gözetilmesine')",28.62479294558297
34,"('başkani', 'sai̇t', 'açba')",28.56945538406216
35,"('sunuşlari', 'mecli̇s', 'araştirmasi')",28.54819040560371
36,"('vermekten', 'kaçmak', 'malzeme')",28.451325242051713
37,"('ülkesi', 'milletiyle', 'bölünmez')",28.4165453491465
38,"('işgalinden', 'kurtuluşunun', 'dönümüne')",28.401443466049173
39,"('i̇lişkilerinin', 'düzenlenmesi', '3620')",28.307260366676022
40,"('hürriyetlerini', 'evrensel', 'standarda')",28.281225415124997
41,"('bildirimi', 'eki', 'sunulduğuna')",28.27410956915537
42,"('bölünmez', 'bütünlüğünü', 'üniter')",28.107832938692994
43,"('4733', 'tuz', 'alkol')",28.10172893818778
44,"('terörü', 'bitirmesini', 'hayat')",28.059996349341557
45,"('yardimcisi', 'nazim', 'ekren')",28.033933728894027
46,"('gaye', 'mobbingle', 'mücadeleye')",27.96903467658685
47,"('azize', 'sibel', 'gönül')",27.96656935490614
48,"('geli̇r', 'cetveli̇', 'kodu')",27.774990964658095
