,bigram,PMI
0,"('otomatik', 'cihaz')",10.430834975800547
1,"('radyo', 'televizyon')",10.350981668111329
2,"('engi̇n', 'altay')",10.328955361781333
3,"('pervi̇n', 'buldan')",10.296533884088953
4,"('süreyya', 'önder')",10.203424479697473
5,"('mahi̇r', 'ünal')",10.144530790643906
6,"('televizyon', 'üst')",10.135252977055893
7,"('tasnif', 'komisyonu')",9.69386938163434
8,"('doğan', 'kubat')",9.55134778311778
9,"('levent', 'gök')",9.28059234021993
10,"('birleşmiş', 'milletler')",9.246903116364352
11,"('osman', 'baydemi̇r')",9.188474138231499
12,"('mustafa', 'sezgin')",9.130175497666835
13,"('i̇ç', 'tüzük')",9.043811852691299
14,"('özgür', 'özel')",8.80349387280884
15,"('i̇dri̇s', 'baluken')",8.788386980418625
16,"('milliyetçi', 'hareket')",8.591989767615123
17,"('cumhuriyet', 'halk')",8.581121727000161
18,"('oktay', 'vural')",8.517875341622783
19,"('maddesine', 'göre')",8.405917343596213
20,"('11', 'temmuz')",8.382494700174062
21,"('bakanlar', 'kurulu')",7.958975137487826
22,"('genel', 'kurulun')",7.899643731520369
23,"('genel', 'kurula')",7.861169583705733
24,"('terör', 'örgütü')",7.83685246975527
25,"('bugüne', 'kadar')",7.829140979748974
26,"('ahmet', 'aydin')",7.735275643959067
27,"('söz', 'konusu')",7.70092413916829
28,"('temmuz', '2015')",7.684028923410869
29,"('geçici', 'bakanlar')",7.6362228808865975
30,"('olmak', 'üzere')",7.5700037425890585
31,"('mehmet', 'doğan')",7.420924746326143
32,"('ilişkin', 'sorusu')",7.317745338637398
33,"('ak', 'parti̇')",7.243422547629391
34,"('millet', 'meclisinin')",7.223345173820732
35,"('siyasi', 'parti')",7.193080416858207
36,"('ifade', 'etmek')",7.1810566666690185
37,"('millet', 'meclisi')",7.092896028529193
38,"('hareket', 'partisi')",7.081027848337746
39,"('partisi', 'grubu')",7.002802681032245
40,"('halk', 'partisi')",6.976870617046453
41,"('pkk', 'terör')",6.889407775796114
42,"('adalet', 'partisi')",6.760849535400347
43,"('büyük', 'millet')",6.696687146281818
44,"('i̇zmir', 'milletvekili')",6.629342116331859
45,"('türkiye', 'cumhuriyeti')",6.601309889595955
46,"('başkan', 'vekili')",6.46878769159124
47,"('türkiye', 'büyük')",6.312844268606568
48,"('ilişkin', 'tezkeresi')",6.301350900386732
49,"('i̇stanbul', 'milletvekili')",6.262896757957172
50,"('grup', 'başkan')",6.251556975370569
51,"('demokratik', 'partisi')",6.237267934669267
52,"('milletvekili', 'mustafa')",5.307290877315626
53,"('başkan', 'teşekkür')",4.978538480964158
54,"('herhangi', 'bir')",4.722185644518623
55,"('partisi', 'olarak')",4.6901523997328916
56,"('milletvekili', 'ahmet')",4.318658313258972
57,"('böyle', 'bir')",4.2618877412820595
58,"('bir', 'şekilde')",3.5701825510735716
59,"('parti̇', 'başkan')",3.5426057573739627
60,"('yeni', 'bir')",3.2220035639944875
61,"('ilgili', 'bir')",2.4284544414619127
62,"('büyük', 'bir')",1.5701825510735716
63,"('bir', 'bir')",-0.7575511654949914
